City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
278,Arraial Do Cabo,-22.9661,-42.0278,82.26,69,75,17.27,BR,2021-12-12 19:08:58
279,Nelson Bay,-32.7167,152.15,62.01,85,98,1.01,AU,2021-12-12 19:08:59
280,Hinton,53.4001,-117.5857,22.1,77,100,3.96,CA,2021-12-12 19:08:59
281,Muli,2.9167,73.5667,81.55,75,100,11.48,MV,2021-12-12 19:08:59
282,Fenoarivo Atsinanana,-17.3667,49.4167,75.52,81,52,4.12,MG,2021-12-12 19:09:00
283,Kizukuri,40.8061,140.3861,33.12,60,100,27.69,JP,2021-12-12 19:09:00
284,Ketchikan,55.3422,-131.6461,36.07,55,20,11.5,US,2021-12-12 19:09:00
285,Altay,47.8667,88.1167,10.17,59,82,6.44,CN,2021-12-12 19:09:01
286,Benguela,-12.5763,13.4055,78.53,81,66,7.09,AO,2021-12-12 19:09:01
287,Luwuk,-0.9516,122.7875,78.1,85,99,3.6,ID,2021-12-12 19:04:23
288,Longyearbyen,78.2186,15.6401,31.84,80,75,17.27,SJ,2021-12-12 19:09:02
289,Nanortalik,60.1432,-45.2371,21.72,79,19,8.81,GL,2021-12-12 19:09:02
290,Kerman,30.2832,57.0788,47.3,35,0,4.45,IR,2021-12-12 19:09:03
291,Lyaskelya,61.7667,31.0167,22.73,98,99,3.85,RU,2021-12-12 19:09:03
292,Gat,31.61,34.7642,69.91,40,100,1.48,IL,2021-12-12 19:09:03
293,Kaeo,-35.1,173.7833,70.32,97,100,3.89,NZ,2021-12-12 19:09:04
294,Marzuq,14.4,46.4667,58.77,40,0,1.03,YE,2021-12-12 19:09:04
295,Sorland,67.667,12.6934,39.06,68,93,14.76,NO,2021-12-12 19:09:04
296,Chernenko,44.365,39.3103,49.3,57,100,2.3,RU,2021-12-12 19:09:05
297,Bushehr,28.9684,50.8385,68.86,46,6,10.22,IR,2021-12-12 19:04:32
298,Pangnirtung,66.1451,-65.7125,-3.75,71,94,5.37,CA,2021-12-12 19:09:05
299,Blairmore,49.6,-114.4353,26.92,70,22,19.57,CA,2021-12-12 19:09:06
300,Manhattan,40.7834,-73.9662,50.22,34,1,5.75,US,2021-12-12 19:09:00
301,Lai,9.3952,16.2989,81.91,19,14,5.88,TD,2021-12-12 19:09:06
302,Yafran,32.0633,12.5286,47.64,58,86,7.87,LY,2021-12-12 19:09:07
303,Malinovoye Ozero,51.6753,79.7825,7.5,94,48,4.88,RU,2021-12-12 19:09:07
304,Linhares,-19.3911,-40.0722,82.17,73,100,9.8,BR,2021-12-12 19:09:07
305,Saint George,37.1041,-113.5841,57.67,41,1,1.99,US,2021-12-12 19:09:08
306,Russell,32.3502,-85.1999,62.38,47,1,6.91,US,2021-12-12 19:09:08
307,Wanning,18.8003,110.3967,68.13,81,9,10.47,CN,2021-12-12 19:09:08
308,Cherskiy,68.75,161.3,-42.65,100,47,1.66,RU,2021-12-12 19:09:09
309,Qasigiannguit,68.8193,-51.1922,17.85,93,100,4.34,GL,2021-12-12 19:09:09
310,Narasannapeta,18.4167,84.05,70.83,81,5,7.45,IN,2021-12-12 19:09:09
311,Pandavapura,12.5006,76.6733,65.68,93,100,9.35,IN,2021-12-12 19:09:10
312,Berlevag,70.8578,29.0864,26.4,91,100,14.52,NO,2021-12-12 19:10:10
313,Garissa,-0.4536,39.6401,82.69,58,99,7.67,KE,2021-12-12 19:10:10
314,Silver City,32.7701,-108.2803,56.32,37,1,4.0,US,2021-12-12 19:10:11
315,Alekseyevsk,57.8406,108.3492,-4.13,100,97,3.31,RU,2021-12-12 19:10:11
316,Naze,28.3667,129.4833,62.22,66,50,16.11,JP,2021-12-12 19:10:11
317,Olafsvik,64.8945,-23.7142,42.21,88,100,21.81,IS,2021-12-12 19:10:12
318,Viedma,-40.8135,-62.9967,78.19,15,41,23.73,AR,2021-12-12 19:10:12
319,General Roca,-39.0333,-67.5833,76.62,14,5,27.47,AR,2021-12-12 19:10:12
320,Ixtapa,20.7,-105.2,83.43,54,1,8.05,MX,2021-12-12 19:10:12
321,Elko,41.0002,-115.5012,39.22,43,100,11.01,US,2021-12-12 19:10:13
322,Calvinia,-31.4707,19.776,74.12,25,97,5.99,ZA,2021-12-12 19:10:13
323,Namibe,-15.1961,12.1522,71.01,80,33,6.24,AO,2021-12-12 19:10:14
324,Agirish,61.9247,63.0231,12.9,83,99,7.43,RU,2021-12-12 19:10:14
325,Ladario,-19.0047,-57.6017,79.59,87,100,1.97,BR,2021-12-12 19:10:14
326,Ilulissat,69.2167,-51.1,17.62,73,90,5.75,GL,2021-12-12 19:10:15
327,San Quintin,30.4833,-115.95,63.23,50,0,7.43,MX,2021-12-12 19:10:15
328,Komsomolskiy,40.4272,71.7189,36.32,55,10,2.3,UZ,2021-12-12 19:10:16
329,Saint-Pierre,-21.3393,55.4781,78.48,68,0,16.11,RE,2021-12-12 19:07:01
330,Yulara,-25.2406,130.9889,69.64,88,75,11.5,AU,2021-12-12 19:10:16
331,Geraldton,-28.7667,114.6,59.41,77,82,5.75,AU,2021-12-12 19:10:16
332,Chiredzi,-21.05,31.6667,88.0,33,46,12.1,ZW,2021-12-12 19:10:17
333,Klaksvik,62.2266,-6.589,43.72,72,100,18.63,FO,2021-12-12 19:10:17
334,Ordzhonikidze,52.4411,61.7408,5.86,92,7,5.39,KZ,2021-12-12 19:10:17
335,Bacungan,9.9106,118.7022,78.28,87,93,4.32,PH,2021-12-12 19:10:18
336,Buala,-8.145,159.5921,80.83,83,100,6.69,SB,2021-12-12 19:10:18
337,Kysyl-Syr,63.8986,122.7617,-25.04,99,100,5.32,RU,2021-12-12 19:10:18
338,Raga,8.4596,25.678,79.79,27,74,3.04,SS,2021-12-12 19:10:19
339,Khorixas,-20.3667,14.9667,80.08,30,98,8.86,NA,2021-12-12 19:10:19
340,Wawa,9.9022,4.4192,84.22,21,86,4.92,NG,2021-12-12 19:10:19
341,Severnyy,50.677,36.5532,28.44,93,90,11.18,RU,2021-12-12 19:10:20
342,Wendelstein,49.3536,11.1483,37.47,100,75,5.75,DE,2021-12-12 19:10:20
343,Kalevala,65.2,31.1667,25.83,98,100,3.56,RU,2021-12-12 19:10:20
344,Praia Da Vitoria,38.7333,-27.0667,55.76,67,100,24.61,PT,2021-12-12 19:08:12
345,Leningradskiy,69.3833,178.4167,-32.08,92,3,3.51,RU,2021-12-12 19:10:21
346,Vagur,61.4732,-6.8119,44.94,66,100,16.73,FO,2021-12-12 19:10:21
347,Niamey,13.5137,2.1098,83.19,12,100,8.05,NE,2021-12-12 19:10:21
348,Sanok,49.5557,22.2056,32.43,100,100,8.12,PL,2021-12-12 19:10:22
349,Katangli,51.7102,143.2326,13.12,99,98,6.53,RU,2021-12-12 19:10:22
350,Bauchi,10.5,10.0,74.66,21,100,5.41,NG,2021-12-12 19:10:22
351,Madison,34.7334,-86.5667,53.78,45,1,1.01,US,2021-12-12 19:07:57
352,Labuhan,-6.8844,112.2051,77.97,88,97,9.4,ID,2021-12-12 19:10:23
353,Lata,40.1629,-8.3327,54.07,77,13,3.49,PT,2021-12-12 19:10:23
354,Brookings,44.3114,-96.7984,35.89,71,1,8.05,US,2021-12-12 19:08:14
355,Mana,5.6592,-53.7767,76.64,92,100,9.71,GF,2021-12-12 19:10:23
356,Pevek,69.7008,170.3133,-33.63,96,20,0.63,RU,2021-12-12 19:10:24
357,Tayshet,55.9342,98.0044,13.84,94,100,7.52,RU,2021-12-12 19:10:24
358,Oriximina,-1.7656,-55.8661,82.8,81,100,0.72,BR,2021-12-12 19:11:26
359,Mackay,-21.15,149.2,75.04,74,16,15.52,AU,2021-12-12 19:11:26
360,Sola,-13.8833,167.55,82.06,78,100,14.23,VU,2021-12-12 19:11:27
361,Ulundi,-28.3352,31.4162,68.5,90,100,3.96,ZA,2021-12-12 19:11:27
362,Roma,43.2128,-75.4557,46.26,43,1,3.0,US,2021-12-12 19:11:27
363,Coruripe,-10.1256,-36.1756,83.43,63,35,14.7,BR,2021-12-12 19:11:28
364,Aguililla,18.7333,-102.7333,81.57,43,99,3.51,MX,2021-12-12 19:11:28
365,Pointe-Noire,-4.7761,11.8635,77.68,90,70,4.56,CG,2021-12-12 19:11:28
366,Sosnovo,60.5514,30.2144,24.42,97,100,3.65,RU,2021-12-12 19:11:29
367,Markova,48.6758,24.4138,31.59,98,100,5.95,UA,2021-12-12 19:11:29
368,Llanes,43.4198,-4.7549,51.89,67,37,3.8,ES,2021-12-12 19:11:29
369,Port-Gentil,-0.7193,8.7815,79.68,79,100,3.69,GA,2021-12-12 19:11:30
370,Bathsheba,13.2167,-59.5167,81.21,89,75,16.11,BB,2021-12-12 19:11:30
371,Coquimbo,-29.9533,-71.3436,67.73,59,20,16.11,CL,2021-12-12 19:06:33
372,Billings,45.7833,-108.5007,50.5,38,20,18.41,US,2021-12-12 19:09:53
373,Grenaa,56.4158,10.8783,42.85,97,100,7.14,DK,2021-12-12 19:11:31
374,Trinidad,-14.8333,-64.9,84.18,89,20,17.27,BO,2021-12-12 19:11:31
375,Xiaoshi,41.2971,124.1209,6.82,62,0,1.9,CN,2021-12-12 19:11:31
376,Vila Velha,-20.3297,-40.2925,84.15,81,0,18.01,BR,2021-12-12 19:08:55
377,Bamiantong,44.9333,130.5333,5.7,78,16,16.4,CN,2021-12-12 19:11:32
378,Chipata,-13.6333,32.65,76.01,40,0,8.81,ZM,2021-12-12 19:11:32
379,Bonavista,48.6499,-53.1147,49.26,91,100,35.25,CA,2021-12-12 19:11:32
380,Makakilo City,21.3469,-158.0858,77.32,75,75,6.91,US,2021-12-12 19:11:33
381,Bennettsville,34.6174,-79.6848,59.09,33,1,1.01,US,2021-12-12 19:11:33
382,Gabu,12.2833,-14.2167,84.67,30,62,2.57,GW,2021-12-12 19:11:33
383,Srednekolymsk,67.45,153.6833,-44.45,99,97,2.95,RU,2021-12-12 19:11:34
384,Belyy Yar,53.6039,91.3903,21.09,74,0,6.71,RU,2021-12-12 19:11:34
385,Waling,27.9833,83.7667,50.23,75,0,3.53,NP,2021-12-12 19:11:34
386,College,64.8569,-147.8028,-10.8,67,90,0.0,US,2021-12-12 19:11:35
387,Corning,42.1428,-77.0547,45.23,44,1,17.27,US,2021-12-12 19:10:01
388,Kyshtovka,56.555,76.6271,11.5,95,100,6.85,RU,2021-12-12 19:11:35
389,Nemuro,43.3236,145.575,39.79,61,9,27.11,JP,2021-12-12 19:11:35
390,Asau,46.4333,26.4,40.95,84,100,3.62,RO,2021-12-12 19:11:36
391,Qaqortoq,60.7167,-46.0333,18.1,86,10,5.03,GL,2021-12-12 19:11:36
392,Plavsk,53.7094,37.2919,24.87,87,74,11.05,RU,2021-12-12 19:11:36
393,Van Buren,35.4368,-94.3483,55.44,36,1,1.01,US,2021-12-12 19:07:09
394,Rio Grande Da Serra,-23.7442,-46.3983,83.3,66,100,5.75,BR,2021-12-12 19:11:37
395,Hervey Bay,-25.2986,152.8535,71.04,87,76,1.01,AU,2021-12-12 19:11:37
396,Butte,39.6499,-121.5677,49.68,90,90,12.66,US,2021-12-12 19:11:37
397,Beckley,37.7782,-81.1882,43.7,46,1,3.0,US,2021-12-12 19:11:38
398,Taquaritinga,-21.4061,-48.5047,91.04,37,50,7.67,BR,2021-12-12 19:11:38
399,Kamenka,51.3223,42.7678,19.74,67,28,12.53,RU,2021-12-12 19:11:38
400,Whitianga,-36.8333,175.7,69.03,94,100,3.67,NZ,2021-12-12 19:11:39
401,Jaciara,-15.9653,-54.9683,81.1,82,100,3.58,BR,2021-12-12 19:11:39
402,Aykhal,66.0,111.5,-43.98,100,100,6.35,RU,2021-12-12 19:11:39
403,Faya,18.3851,42.4509,52.32,40,0,5.73,SA,2021-12-12 19:11:40
404,Santa Catalina,9.3337,122.8637,77.88,90,15,5.79,PH,2021-12-12 19:12:40
405,Atar,20.5169,-13.0499,77.72,12,88,8.55,MR,2021-12-12 19:08:09
406,Roald,62.5833,6.1333,44.74,70,40,11.5,NO,2021-12-12 19:12:41
407,Helong,42.5397,128.9972,8.17,68,1,7.38,CN,2021-12-12 19:12:41
408,Novopokrovka,49.8425,36.5477,30.58,67,100,13.29,UA,2021-12-12 19:12:41
409,Kolda,12.8833,-14.95,85.46,24,8,3.0,SN,2021-12-12 19:12:42
410,Batagay,67.6333,134.6333,-39.95,100,97,1.7,RU,2021-12-12 19:12:42
411,Pawai,24.2667,80.1667,54.28,49,0,2.75,IN,2021-12-12 19:12:42
412,Nokaneng,-19.6667,22.2667,73.98,65,100,5.73,BW,2021-12-12 19:12:43
413,Puntarenas,9.9763,-84.8384,91.33,55,26,4.72,CR,2021-12-12 19:12:43
414,Yushan,31.3776,120.9543,45.99,63,4,7.83,CN,2021-12-12 19:12:43
415,Karaton,-6.3424,106.1045,77.16,94,100,4.18,ID,2021-12-12 19:12:44
416,Dwarka,22.2394,68.9678,74.28,54,0,9.42,IN,2021-12-12 19:12:44
417,Tamandare,-8.7597,-35.1047,82.56,68,22,10.38,BR,2021-12-12 19:12:44
418,Mexico,15.0646,120.7198,78.15,86,100,4.41,PH,2021-12-12 19:11:42
419,Kashipur,29.2167,78.95,54.77,61,100,3.38,IN,2021-12-12 19:12:45
420,Mogadishu,2.0371,45.3438,79.65,84,96,20.38,SO,2021-12-12 19:08:18
421,Lazaro Cardenas,17.9583,-102.2,85.78,62,7,7.18,MX,2021-12-12 19:12:45
422,Linjiang,41.8069,126.9078,-0.38,92,35,2.21,CN,2021-12-12 19:12:45
423,Ust-Nera,64.5667,143.2,-40.7,98,78,0.45,RU,2021-12-12 19:12:46
424,Norman Wells,65.282,-126.8329,-3.06,93,100,14.03,CA,2021-12-12 19:12:46
425,Touros,-5.1989,-35.4608,86.9,65,16,15.35,BR,2021-12-12 19:12:46
426,Kitimat,54.0524,-128.6534,22.91,34,96,4.29,CA,2021-12-12 19:12:47
427,Honningsvag,70.9821,25.9704,29.95,93,90,12.66,NO,2021-12-12 19:12:47
428,Olavarria,-36.8927,-60.3225,77.02,62,100,9.33,AR,2021-12-12 19:12:47
429,Shingu,33.7333,135.9833,51.1,67,10,12.84,JP,2021-12-12 19:12:48
430,Havoysund,70.9963,24.6622,31.08,96,100,12.1,NO,2021-12-12 19:12:48
431,Chokwe,-24.5333,32.9833,88.95,44,99,12.68,MZ,2021-12-12 19:12:48
432,Slyudyanka,51.6594,103.7061,15.13,84,52,4.88,RU,2021-12-12 19:12:49
433,Kashi,39.4547,75.9797,21.9,62,8,1.66,CN,2021-12-12 19:12:49
434,Hit,33.6416,42.8251,58.24,38,57,8.16,IQ,2021-12-12 19:12:49
435,Payson,40.0444,-111.7321,45.03,59,75,13.8,US,2021-12-12 19:12:50
436,Vermilion,40.1667,-87.7506,48.79,54,1,8.01,US,2021-12-12 19:12:50
437,Kalmunai,7.4167,81.8167,77.56,88,100,7.9,LK,2021-12-12 19:12:50
438,Marsaxlokk,35.8419,14.5431,56.08,71,20,12.66,MT,2021-12-12 19:12:50
439,Vostok,46.4856,135.8833,2.98,95,100,8.97,RU,2021-12-12 19:12:51
440,Aklavik,68.2191,-135.0107,-2.72,90,100,22.75,CA,2021-12-12 19:12:51
441,Katobu,-4.9408,122.5276,76.01,93,100,3.87,ID,2021-12-12 19:12:52
442,Bintulu,3.1667,113.0333,76.5,92,95,9.4,MY,2021-12-12 19:12:52
443,Charters Towers,-20.1,146.2667,74.53,81,100,7.7,AU,2021-12-12 19:12:52
444,Linguere,15.3953,-15.1193,86.13,10,100,7.92,SN,2021-12-12 19:12:52
445,Fort Nelson,58.8053,-122.7002,-2.36,96,100,2.64,CA,2021-12-12 19:09:41
446,Zavodouspenskoye,56.8626,65.0155,19.62,83,84,7.54,RU,2021-12-12 19:12:53
447,Chara,56.9064,118.2631,-15.0,91,100,0.13,RU,2021-12-12 19:12:53
448,Coahuayana,18.7333,-103.6833,87.28,53,44,5.77,MX,2021-12-12 19:12:54
449,Port Hardy,50.6996,-127.4199,38.75,100,90,8.05,CA,2021-12-12 19:12:54
450,Puerto Baquerizo Moreno,-0.9,-89.6,72.59,83,75,16.11,EC,2021-12-12 19:13:54
451,Vokhtoga,58.8147,41.0461,15.82,95,100,7.49,RU,2021-12-12 19:13:55
452,Coventry,52.4066,-1.5122,54.68,82,75,1.99,GB,2021-12-12 19:13:55
453,Stromness,58.965,-3.296,46.65,78,100,23.55,GB,2021-12-12 19:13:55
454,Hegra,63.4644,11.114,36.52,93,75,4.61,NO,2021-12-12 19:13:56
455,Lujiang,31.2581,117.2817,43.38,67,15,6.49,CN,2021-12-12 19:13:56
456,Eureka,40.8021,-124.1637,50.94,95,100,5.01,US,2021-12-12 19:13:56
457,Fremont,37.5483,-121.9886,56.1,69,75,5.01,US,2021-12-12 19:11:27
458,Naryan-Mar,67.6713,53.087,19.22,96,100,6.69,RU,2021-12-12 19:13:57
459,Santa Isabel Do Rio Negro,-0.4139,-65.0192,88.3,58,56,5.5,BR,2021-12-12 19:11:15
460,Rochegda,62.8,43.25,9.01,92,16,7.07,RU,2021-12-12 19:13:57
461,Moerai,-22.4333,-151.3333,77.2,79,100,2.44,PF,2021-12-12 19:13:58
462,Deputatskiy,69.3,139.9,-28.61,97,100,1.28,RU,2021-12-12 19:13:58
463,Betafo,-19.8333,46.85,62.67,87,9,5.77,MG,2021-12-12 19:13:58
464,Kayankulam,9.1833,76.5,76.33,81,87,6.33,IN,2021-12-12 19:13:58
465,Auki,-8.7676,160.7034,77.61,90,97,6.82,SB,2021-12-12 19:13:59
466,Belomorsk,64.5232,34.7668,19.27,93,100,6.53,RU,2021-12-12 19:13:59
467,Adeje,28.1227,-16.726,66.02,66,75,16.11,ES,2021-12-12 19:13:59
468,Pombas,17.1503,-25.0201,73.18,73,76,13.94,CV,2021-12-12 19:14:00
469,Louisville,38.2542,-85.7594,50.94,43,1,5.99,US,2021-12-12 19:14:00
470,Remscheid,51.1833,7.2,48.09,94,100,4.92,DE,2021-12-12 19:14:00
471,Bakchar,57.0186,82.0711,-2.47,100,100,3.31,RU,2021-12-12 19:14:01
472,Alberton,46.8168,-64.0654,35.87,64,94,28.36,CA,2021-12-12 19:14:01
473,Banga,6.4239,124.7783,73.99,94,100,0.63,PH,2021-12-12 19:14:01
474,San Policarpo,12.1791,125.5072,79.75,87,100,18.39,PH,2021-12-12 19:14:02
475,Bukachacha,52.9833,116.9167,-1.01,99,100,0.85,RU,2021-12-12 19:14:02
476,Lompoc,34.6391,-120.4579,63.41,58,1,0.0,US,2021-12-12 19:10:43
477,Kagadi,0.9606,30.7967,66.7,58,100,2.66,UG,2021-12-12 19:14:02
478,Goundam,16.4145,-3.6708,80.73,10,100,6.8,ML,2021-12-12 19:14:03
479,La Rochelle,46.1667,-1.15,52.68,93,90,9.22,FR,2021-12-12 19:14:03
480,Quelimane,-17.8786,36.8883,81.7,77,4,12.17,MZ,2021-12-12 19:14:03
481,Nantucket,41.2835,-70.0995,48.31,44,1,14.97,US,2021-12-12 19:10:59
482,Padang,-0.9492,100.3543,77.59,86,100,3.51,ID,2021-12-12 19:11:52
483,Loandjili,-4.7561,11.8578,77.7,89,69,4.54,CG,2021-12-12 19:14:04
484,Kieta,-6.2167,155.6333,80.53,84,96,2.3,PG,2021-12-12 19:14:04
485,Lagoa,39.05,-27.9833,57.52,51,100,26.13,PT,2021-12-12 19:14:04
486,Khasan,42.4308,130.6434,18.45,52,0,23.51,RU,2021-12-12 19:14:05
487,Tazovskiy,67.4667,78.7,-19.3,88,93,6.89,RU,2021-12-12 19:14:05
488,Medicine Hat,50.0501,-110.6683,39.72,66,100,5.01,CA,2021-12-12 19:10:46
489,Milkovo,54.7167,158.6167,23.05,97,100,4.61,RU,2021-12-12 19:14:05
490,Byron Bay,-28.65,153.6167,69.06,84,89,7.99,AU,2021-12-12 19:14:06
491,Tanabe,33.7333,135.3667,51.71,64,13,19.26,JP,2021-12-12 19:14:06
492,Isiro,2.7739,27.616,71.01,50,100,2.73,CD,2021-12-12 19:14:06
493,Bafq,31.6128,55.4107,51.31,39,0,3.91,IR,2021-12-12 19:14:07
494,Tessalit,20.1986,1.0114,74.44,7,3,7.63,ML,2021-12-12 19:14:07
495,Palmer,42.1584,-72.3287,46.72,44,20,3.0,US,2021-12-12 19:14:07
496,Sur,22.5667,59.5289,71.91,59,0,6.78,OM,2021-12-12 19:14:08
497,Emerald,-23.5333,148.1667,73.98,57,0,9.06,AU,2021-12-12 19:11:07
498,Arlit,18.7369,7.3853,74.1,7,40,7.74,NE,2021-12-12 19:14:08
499,Bud,39.447,-86.1758,49.21,42,0,13.02,US,2021-12-12 19:15:08
500,Leshukonskoye,64.8989,45.7622,13.84,89,100,7.27,RU,2021-12-12 19:15:09
501,Belmonte,-15.8631,-38.8828,82.9,65,77,9.24,BR,2021-12-12 19:15:09
502,Sisophon,13.5859,102.9737,72.52,71,90,10.11,KH,2021-12-12 19:15:09
503,Kismayo,-0.3582,42.5454,80.11,79,21,10.56,SO,2021-12-12 19:15:10
504,Aras,42.5617,-2.356,46.31,96,0,3.44,ES,2021-12-12 19:15:10
505,Odweyne,9.4092,45.064,66.7,60,0,8.66,SO,2021-12-12 19:15:10
506,Sabha,27.0377,14.4283,55.96,36,0,5.82,LY,2021-12-12 19:15:11
507,Brokopondo,4.75,-55.1667,76.95,91,100,9.35,SR,2021-12-12 19:15:11
508,Mogocha,53.7333,119.7667,-1.14,95,100,0.81,RU,2021-12-12 19:15:11
509,Matara,5.9485,80.5353,77.52,83,100,7.96,LK,2021-12-12 19:15:12
510,Kyrksaeterora,63.2906,9.0891,39.85,90,74,5.55,NO,2021-12-12 19:15:12
511,Saldanha,-33.0117,17.9442,63.07,91,99,14.14,ZA,2021-12-12 19:15:12
512,Zhanaozen,43.3,52.8,26.08,53,0,8.84,KZ,2021-12-12 19:15:13
513,General Jose Eduvigis Diaz,-27.1667,-58.4167,87.84,44,69,7.47,PY,2021-12-12 19:15:13
514,Cradock,-32.1642,25.6192,69.03,68,100,5.82,ZA,2021-12-12 19:15:14
515,Saint-Joseph,-21.3667,55.6167,77.38,78,59,14.2,RE,2021-12-12 19:15:14
516,Hokitika,-42.7167,170.9667,58.28,85,100,4.63,NZ,2021-12-12 19:15:14
517,Ahuimanu,21.4447,-157.8378,78.51,72,40,14.97,US,2021-12-12 19:15:09
518,Chumikan,54.7183,135.315,7.77,91,100,8.59,RU,2021-12-12 19:15:15
519,Westport,41.1415,-73.3579,49.24,34,1,1.01,US,2021-12-12 19:15:15
520,Talnakh,69.4865,88.3972,-20.79,87,100,1.23,RU,2021-12-12 19:15:15
521,Skjervoy,70.0311,20.9714,32.18,96,100,10.94,NO,2021-12-12 19:15:16
522,Oktyabrskoye,43.0645,44.7417,28.54,100,90,8.95,RU,2021-12-12 19:15:16
523,Tala,30.6803,30.9429,61.81,81,100,5.06,EG,2021-12-12 19:15:16
524,Kyabram,-36.3167,145.05,61.88,50,0,6.98,AU,2021-12-12 19:15:17
525,Constantine,36.365,6.6147,44.01,75,75,4.61,DZ,2021-12-12 19:15:17
526,Carbondale,37.7273,-89.2168,51.69,43,1,1.99,US,2021-12-12 19:15:17
527,Tortoli,39.9256,9.6572,49.82,46,0,5.75,IT,2021-12-12 19:15:18
528,Pecos,31.4229,-103.4932,60.82,18,1,0.0,US,2021-12-12 19:15:18
529,Tambopata,-12.7333,-69.1833,89.49,62,20,10.36,PE,2021-12-12 19:15:18
530,Tomar,39.602,-8.4092,61.2,75,3,4.14,PT,2021-12-12 19:15:19
531,Korem,12.5058,39.5228,49.93,67,0,4.41,ET,2021-12-12 19:15:19
532,Mets Masrik,40.2183,45.7681,33.17,39,4,2.26,AM,2021-12-12 19:15:19
533,Hualmay,-11.0964,-77.6139,73.04,71,98,11.21,PE,2021-12-12 19:15:20
534,Gra Liyia,35.0167,25.6833,62.13,64,100,1.01,GR,2021-12-12 19:15:20
535,Zabol,32.25,67.25,35.13,34,0,7.61,AF,2021-12-12 19:15:21
536,Dunedin,-45.8742,170.5036,52.29,76,40,3.15,NZ,2021-12-12 19:15:21
537,Itupiranga,-5.1347,-49.3267,86.32,84,100,3.89,BR,2021-12-12 19:15:21
538,Pangkalanbuun,-2.6833,111.6167,74.28,98,86,2.77,ID,2021-12-12 19:15:22
539,Fairbanks,64.8378,-147.7164,-10.79,70,1,0.0,US,2021-12-12 19:15:22
540,Sioux Lookout,50.1001,-91.917,35.98,69,20,9.22,CA,2021-12-12 19:15:22
541,Thinadhoo,0.5333,72.9333,80.31,76,100,6.29,MV,2021-12-12 19:15:23
542,Saint-Leu,-21.15,55.2833,77.86,75,53,6.89,RE,2021-12-12 19:15:23
543,Shelburne,44.0787,-80.2041,42.28,73,0,19.98,CA,2021-12-12 19:16:23
544,Fayaoue,-20.65,166.5333,78.33,90,100,11.88,NC,2021-12-12 19:16:24
545,Makat,47.6469,53.3463,25.72,48,0,12.97,KZ,2021-12-12 19:16:24
546,Conde,-7.2597,-34.9075,85.46,66,40,12.66,BR,2021-12-12 19:16:24
547,Monroe,43.1501,-77.6831,46.78,51,20,19.57,US,2021-12-12 19:16:25
548,Sept-Iles,50.2001,-66.3821,31.05,76,99,15.99,CA,2021-12-12 19:13:12
549,Ust-Omchug,61.15,149.6333,-5.57,99,100,8.48,RU,2021-12-12 19:16:25
550,Puqi,29.7167,113.8833,45.05,92,14,4.23,CN,2021-12-12 19:16:26
551,Serdobsk,52.4586,44.2169,18.07,80,12,9.24,RU,2021-12-12 19:16:26
552,Northam,51.0333,-4.2167,54.01,86,99,19.53,GB,2021-12-12 19:16:26
553,Sistranda,63.7256,8.834,41.9,78,100,17.96,NO,2021-12-12 19:16:26
554,Mvomero,-6.25,38.6667,74.17,93,47,3.31,TZ,2021-12-12 19:16:27
555,Vila,42.0304,-8.1588,46.92,86,43,4.12,PT,2021-12-12 19:16:27
556,Igarka,67.4667,86.5833,-16.55,88,100,2.53,RU,2021-12-12 19:16:27
557,Los Llanos De Aridane,28.6585,-17.9182,64.15,87,75,3.0,ES,2021-12-12 19:12:13
